"seqno","market","sales","profit","sector","emp","avgsal","avgtenure","kospi","kosdaq"
1529,"kosdaq",61.29,-9.975,"TextileCloth",91,27.599,4.01,0,1
1530,"kospi",134.291,-25.399,"PaperWood",386,27.482,5.06,1,0
1531,"kosdaq",85.873,6.13,"Chem",144,27.438,2.07,0,1
1532,"kospi",146.415,10.871,"Chem",256,27.402,7.03,1,0
1533,"kosdaq",17.805,2.839,"Chem",163,27.401,4.07,0,1
1534,"kosdaq",140.198,4.533,"ElecElectron",384,27.385,4.05,0,1
1535,"kospi",10.168,-1.369,"Distn",35,27.16,2.04,1,0
1536,"kospi",24.766,17.401,"Service",9,27.111,9.01,1,0
1537,"kosdaq",28.91,1.127,"ElecElectron",51,27.078,2.02,0,1
1538,"kosdaq",45.714,7.334,"ElecElectron",142,27.07,3.02,0,1
1539,"kospi",74.735,-1.957,"ElecElectron",127,27.042,8.09,1,0
1540,"kosdaq",27.205,-1.899,"Food",69,27,7,0,1
1541,"kosdaq",147.873,15.134,"MedPrec",562,26.943,3.05,0,1
1542,"kospi",200.336,6.72,"TextileCloth",223,26.909,3.08,1,0
1543,"kospi",6.104,-0.584,"Service",44,26.866,8.07,1,0
1544,"kospi",68.634,-71.862,"ElecElectron",55,26.855,1.05,1,0
1545,"kosdaq",67.572,12.975,"Others",397,26.839,6.02,0,1
1546,"kosdaq",83.618,9.13,"MedPrec",260,26.838,2.01,0,1
1547,"kosdaq",462.455,15.133,"Food",446,26.711,5.04,0,1
1548,"kospi",261.398,-9.302,"TextileCloth",598,26.673,6.02,1,0
1549,"kospi",265.409,-7.074,"TextileCloth",579,26.57,6.1,1,0
1550,"kosdaq",28.956,2.385,"Pharm",149,26.557,6,0,1
1551,"kosdaq",31.746,0.977,"Chem",69,26.535,5.02,0,1
1552,"kosdaq",21.961,-16.553,"ElecElectron",60,26.499,1.1,0,1
1553,"kosdaq",23.657,-0.622,"Service",92,26.466,2.05,0,1
1554,"kospi",290.692,-17.395,"Food",511,26.436,4,1,0
1555,"kosdaq",27.486,-2.545,"Service",180,26.418,2.06,0,1
1556,"kosdaq",70.649,0.651,"Food",169,26.203,6,0,1
1557,"kosdaq",9.157,-4.547,"Service",5,26.2,4,0,1
1558,"kosdaq",10.491,0.255,"ElecElectron",70,26.186,2.02,0,1
1559,"kosdaq",64.891,2.296,"Machinary",410,26.154,5.06,0,1
1560,"kospi",218.764,25.929,"TextileCloth",509,26.143,9.04,1,0
1561,"kosdaq",118.385,19.468,"TranspEquip",384,26.123,5.09,0,1
1562,"kosdaq",46.175,4.93,"Pharm",212,26.123,4.06,0,1
1563,"kosdaq",132.773,4.844,"Service",131,26.005,3.08,0,1
1564,"kospi",41.05,-80.964,"Service",335,25.965,5.03,1,0
1565,"kosdaq",123.596,0.451,"ElecElectron",171,25.945,3.04,0,1
1566,"kosdaq",96.81,5.372,"ElecElectron",228,25.899,2.07,0,1
1567,"kosdaq",3.745,7.549,"ElecElectron",28,25.873,3.04,0,1
1568,"kosdaq",44.812,3.59,"PaperWood",72,25.833,3.01,0,1
1569,"kospi",96.94,-6.104,"TranspEquip",249,25.807,14.03,1,0
1570,"kosdaq",37.638,0.807,"TextileCloth",49,25.78,5.06,0,1
1571,"kosdaq",38.109,3.238,"ElecElectron",125,25.715,8.01,0,1
1572,"kosdaq",12.807,4.453,"Service",76,25.552,3,0,1
1573,"kosdaq",95.85,0.325,"ElecElectron",369,25.525,2.09,0,1
1574,"kospi",272.904,3.717,"Food",567,25.51,6.01,1,0
1575,"kosdaq",21.044,-15.632,"ElecElectron",110,25.373,5.02,0,1
1576,"kosdaq",41.789,2.58,"Pharm",69,25.347,5.03,0,1
1577,"kosdaq",53.775,1.375,"Chem",102,25.305,2.04,0,1
1578,"kosdaq",29.083,0.693,"Service",163,25.292,2.1,0,1
1579,"kosdaq",29.474,1.03,"Pharm",106,25.137,5.02,0,1
1580,"kosdaq",12.097,-11.811,"Chem",56,24.99,2.06,0,1
1581,"kospi",86.349,1.757,"TextileCloth",185,24.977,6.08,1,0
1582,"kosdaq",44.58,0.432,"Machinary",165,24.964,2.05,0,1
1583,"kosdaq",8.174,-1.184,"Pharm",81,24.88,2.03,0,1
1584,"kosdaq",90.61,1.39,"TextileCloth",268,24.781,3.04,0,1
1585,"kosdaq",23.895,3.327,"Service",58,24.616,1.05,0,1
1586,"kosdaq",82.999,17.42,"ElecElectron",523,24.563,1.08,0,1
1587,"kosdaq",42.051,2.352,"Constr",100,24.535,18,0,1
1588,"kosdaq",32.348,-2.774,"Machinary",102,24.529,8.07,0,1
1589,"kosdaq",20.652,0.186,"ElecElectron",236,24.455,3.06,0,1
1590,"kosdaq",44.671,9.277,"Steel",165,24.37,3.04,0,1
1591,"kosdaq",153.082,-2.051,"ElecElectron",363,24.366,4.03,0,1
1592,"kosdaq",12.442,-3.301,"Distn",46,24.357,4.05,0,1
1593,"kosdaq",22.366,-1.109,"Service",73,24.349,4,0,1
1594,"kosdaq",77.822,2.359,"Chem",221,24.267,5.4,0,1
1595,"kospi",81.907,3.545,"PaperWood",87,24.044,2,1,0
1596,"kospi",326.934,-12.191,"TextileCloth",1106,24,5.07,1,0
1597,"kosdaq",116.203,5.641,"ElecElectron",203,24,4.04,0,1
1598,"kospi",247.426,-13.148,"ElecElectron",797,24,6.09,1,0
1599,"kosdaq",765.391,54.438,"ElecElectron",1295,23.936,2.01,0,1
1600,"kosdaq",36.07,0.716,"PaperWood",161,23.932,4,0,1
1601,"kosdaq",35.912,-20.569,"ElecElectron",472,23.913,4,0,1
1602,"kosdaq",44.746,0.215,"Steel",86,23.884,5.05,0,1
1603,"kosdaq",99.725,17.113,"Service",138,23.823,2.09,0,1
1604,"kosdaq",57.546,-7.058,"Steel",121,23.76,4.03,0,1
1605,"kosdaq",39.572,1.5,"Distn",158,23.748,,0,1
1606,"kosdaq",48.822,4.8,"Service",490,23.484,1.08,0,1
1607,"kosdaq",25.202,-2.108,"ElecElectron",110,23.358,5.03,0,1
1608,"kosdaq",88.147,-0.125,"Food",129,23.302,5.02,0,1
1609,"kosdaq",62.893,3.442,"TranspEquip",174,23.298,3.05,0,1
1610,"kosdaq",39.113,1.372,"PaperWood",49,23.126,1,0,1
1611,"kosdaq",204.226,-1.097,"ElecElectron",827,23.115,2.09,0,1
1612,"kosdaq",506.919,14.317,"ElecElectron",290,23.083,1.04,0,1
1613,"kosdaq",26.704,2.134,"ElecElectron",128,22.875,3.04,0,1
1614,"kosdaq",47.611,1.369,"NonMetal",171,22.801,14.04,0,1
1615,"kosdaq",57.825,-3.634,"ElecElectron",197,22.655,2.08,0,1
1616,"kosdaq",555.076,40.651,"ElecElectron",881,22.491,4.09,0,1
1617,"kospi",268.628,-35.603,"TextileCloth",856,22.22,8.01,1,0
1618,"kosdaq",96.069,3.414,"Service",750,22.114,2.09,0,1
1619,"kosdaq",30.074,8.659,"MedPrec",245,21.987,2.01,0,1
1620,"kosdaq",272.872,1.439,"Distn",117,21.884,5.03,0,1
1621,"kosdaq",28.754,-2.026,"TranspEquip",111,21.852,3.04,0,1
1622,"kosdaq",18.104,3.262,"Chem",78,21.819,5.01,0,1
1623,"kosdaq",65.674,5.764,"Machinary",219,21.664,4.09,0,1
1624,"kosdaq",56.183,-4.385,"Distn",129,21.551,3.05,0,1
1625,"kosdaq",6.167,0.861,"TextileCloth",18,21.3,17.01,0,1
1626,"kosdaq",31.461,-0.773,"Steel",95,20.976,5.06,0,1
1627,"kosdaq",140.208,3.219,"Service",4250,20.971,1.1,0,1
1628,"kosdaq",12.21,1.546,"Machinary",61,20.41,2.07,0,1
1629,"kosdaq",18.618,2.658,"Service",97,20.363,3.07,0,1
1630,"kosdaq",69.77,-5.86,"ElecElectron",394,20.053,18.01,0,1
1631,"kosdaq",189.107,-15.151,"TextileCloth",695,19.718,1.06,0,1
1632,"kosdaq",15.737,2.376,"ElecElectron",133,19.361,2.09,0,1
1633,"kospi",213.054,4.438,"Service",5911,19.251,1.02,1,0
1634,"kospi",7.273,-3.015,"NonMetal",59,18.847,2.04,1,0
1635,"kosdaq",16.255,-6.893,"Pharm",134,18.701,2.09,0,1
1636,"kosdaq",40.484,-9.912,"ElecElectron",205,17.639,2.02,0,1
1637,"kosdaq",109.105,16.675,"Service",4324,15.711,3,0,1
1638,"kosdaq",63.049,-15.666,"Service",729,13.132,2,0,1
